mse,rmse,ndcg@10,precision@10,recall@10,f1@10,custom_embedding_dim,random_embedding_dim,custom_dropout_rate,random_dropout_rate,custom_learning_rate,random_learning_rate,fc_dropout_rate,fc_learning_rate,batch_size,num_epochs
0.6247387,0.79040414,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.3,0.001,512,20
0.5874485,0.7664519,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.0,0.0,0.001,0.001,0.3,0.001,512,40
0.5611892,0.7491256,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.0,0.001,128,20
0.63709414,0.7981818,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.0,0.001,128,40
0.7561028,0.8695417,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.0,0.001,512,20
0.6095589,0.7807425,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.0,0.001,512,40
0.57602924,0.7589659,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.3,0.001,128,20
0.5384413,0.73378557,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.3,0.001,128,40
0.6026346,0.7762954,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.3,0.001,512,20
0.584399,0.7644599,1.0,0.9339485186983972,0.9339485186983972,0.9339485186983972,6,8,0.3,0.0,0.001,0.001,0.3,0.001,512,40
