mse,rmse,ndcg@10,precision@10,recall@10,f1@10,custom_embedding_dim,random_embedding_dim,custom_dropout_rate,random_dropout_rate,custom_learning_rate,random_learning_rate,fc_dropout_rate,fc_learning_rate,batch_size,num_epochs
2.1822243,1.4772353,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,5,8,0.3,0.0,0.001,0.001,0.0,0.001,512,40
2.2155488,1.488472,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,5,8,0.3,0.0,0.001,0.001,0.3,0.001,128,20
2.1823845,1.4772896,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,5,8,0.3,0.0,0.001,0.001,0.3,0.001,128,40
2.8990235,1.7026519,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,5,8,0.3,0.0,0.001,0.001,0.3,0.001,512,20
2.4394042,1.5618593,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,5,8,0.3,0.0,0.001,0.001,0.3,0.001,512,40
2.3862057,1.5447348,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.0,0.001,128,20
2.2609196,1.5036354,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.0,0.001,128,40
2.369736,1.5393946,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.0,0.001,512,20
2.391742,1.5465258,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.0,0.001,512,40
2.2637887,1.5045892,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.3,0.001,128,20
2.4743626,1.5730107,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.3,0.001,128,40
2.383916,1.5439935,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.3,0.001,512,20
2.386463,1.544818,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.0,0.0,0.001,0.001,0.3,0.001,512,40
2.3045366,1.51807,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.0,0.001,128,20
2.3366904,1.5286237,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.0,0.001,128,40
2.3853552,1.5444596,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.0,0.001,512,20
2.4041731,1.5505396,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.0,0.001,512,40
2.1662858,1.4718307,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.3,0.001,128,20
2.13711,1.4618858,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.3,0.001,128,40
2.318692,1.5227252,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.3,0.001,512,20
2.3603058,1.5363287,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,5,0.3,0.0,0.001,0.001,0.3,0.001,512,40
2.3075037,1.519047,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.0,0.001,128,20
2.208511,1.486106,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.0,0.001,128,40
2.4276054,1.5580775,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.0,0.001,512,20
2.3989446,1.5488527,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.0,0.001,512,40
2.3199668,1.5231438,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.3,0.001,128,20
2.1449478,1.464564,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.3,0.001,128,40
2.403091,1.5501906,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.3,0.001,512,20
2.1463432,1.4650403,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.0,0.0,0.001,0.001,0.3,0.001,512,40
2.1448526,1.4645315,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.0,0.001,128,20
2.363301,1.5373032,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.0,0.001,128,40
2.441863,1.5626462,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.0,0.001,512,20
2.4582553,1.5678824,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.0,0.001,512,40
2.1245995,1.4576006,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.3,0.001,128,20
2.3208127,1.5234214,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.3,0.001,128,40
2.7745895,1.66571,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.3,0.001,512,20
2.3586152,1.5357784,1.0,0.6421568627450981,0.6421568627450981,0.6421568627450981,6,8,0.3,0.0,0.001,0.001,0.3,0.001,512,40
